2.836449	2.073785	2.095864	0.885649	1.176830	0.108154	0.517298	-0.033151	0.474129	0.237874	0.115467	0.077995
2.590625	2.041548	2.123680	0.529168	1.312359	0.292132	0.357494	-0.135007	0.531814	0.420743	0.060338	0.077778
2.697543	1.885136	2.141865	0.868053	1.223002	0.575972	0.231602	-0.363182	0.335243	0.376851	0.027802	0.064336
2.622836	1.960696	1.803577	0.541062	0.537440	0.225113	-0.084155	-0.195520	0.278315	0.347943	0.209481	0.093117
2.584464	2.465611	1.925133	0.568871	0.189627	0.590453	0.473982	-0.351479	0.368841	0.137374	0.125962	0.077940
3.958270	3.242444	2.271152	0.542050	0.246802	0.986806	0.980766	-0.257199	-0.211440	-0.636164	-0.214146	-0.050393
4.624613	4.179179	2.924134	0.804823	-0.829618	-0.969453	-0.598084	-0.851322	-1.101124	-0.614292	-0.209018	-0.080883
5.390422	4.613803	2.660522	0.053712	-1.380986	-0.702968	0.290135	-1.237617	-1.159572	-0.695511	-0.433749	-0.121066
4.922136	4.150670	2.745715	0.378531	-0.714675	-0.839666	-0.334197	-1.014195	-1.159254	-0.784559	-0.261294	-0.085811
4.052948	3.549076	2.482950	1.040206	-0.241605	-0.911108	-1.112395	-1.263142	-1.097501	-0.667200	-0.185126	-0.064000
5.167603	4.471923	2.615173	0.431539	-0.762915	-0.858509	-0.190147	-0.970084	-1.312365	-0.678810	-0.326380	-0.090840
4.418654	4.012582	2.973056	0.872632	-0.210667	-1.065682	-0.791254	-0.947806	-1.019471	-0.472224	-0.186439	-0.049712
4.445936	3.881291	3.145320	0.962133	0.009976	-1.038776	-0.783063	-0.871793	-1.114860	-0.491667	-0.166534	-0.045208
3.952944	3.292982	2.527767	1.250444	0.055278	-0.971407	-0.750783	-0.896065	-0.802032	-0.396241	-0.045712	-0.003268
4.657220	3.936953	3.276062	0.829133	-0.097668	-1.702840	-0.179604	-0.297540	-1.197768	-0.502078	-0.031541	-0.022403
4.261847	3.444218	2.584210	0.924325	-0.137454	-0.695252	-0.857717	-0.453602	-0.673614	-0.459566	0.062206	0.018829
4.213025	3.637042	2.615393	0.995493	-0.030675	-1.084774	-0.392749	-0.686966	-1.113588	-0.402516	0.080160	0.016674
4.276535	3.548544	1.985947	0.898993	-0.040975	-1.118290	-0.510173	-0.411883	-0.848069	-0.456200	0.057155	0.018060
4.558909	3.485456	2.648735	0.708142	-0.372810	-0.710850	-0.182017	-0.272847	-1.143846	-0.710802	0.091869	0.001126
4.861262	3.324786	2.184983	0.427654	-0.382557	-0.574991	-0.462828	0.435823	-1.121334	-0.908110	0.034842	0.002597
4.160830	3.127690	2.169594	0.496067	0.014082	-0.461968	-0.328286	-0.466097	-1.145796	-0.754591	0.015734	-0.026626
4.531190	3.321415	2.272616	0.373821	-0.241178	-0.905066	0.118258	-0.002017	-1.380477	-0.864003	-0.064151	-0.053660
4.609768	3.263228	2.212819	0.227487	-0.435936	-0.872482	-0.266183	0.037915	-0.982461	-0.733161	-0.041232	-0.046430
5.013206	3.208089	2.326102	-0.190336	-0.654785	-1.202120	-0.099414	0.547310	-1.131813	-0.577096	-0.050031	-0.066309
4.537701	3.234752	2.107730	0.265886	-0.605983	-0.951876	-0.197267	0.069002	-0.774003	-0.288785	-0.036516	-0.052385
4.382796	2.991983	1.888229	0.087628	-0.612793	-1.157819	-0.278718	0.041772	-0.607579	-0.075037	-0.000959	-0.050611
3.718562	2.584383	1.515980	0.170146	-0.628161	-0.805229	-0.133204	0.139782	-0.266557	-0.161510	-0.009461	-0.089227
